ln_fn_by,ln_fn_dob,patient_last_name,patient_first_name,patient_dob,patient_birth_year,estimated_dob,estimated_birth_year,combined_dob,combined_birth_year
CARWELLS JESSICA 1993,CARWELLS JESSICA 1993-06-16,CARWELLS,JESSICA,1993-06-16,1993,1994-01-02,1994,1993-06-16,1993
CASELLA JUNE 1947,CASELLA JUNE 1947-03-21,CASELLA,JUNE,1947-03-21,1947,1948-02-05,1948,1947-03-21,1947
CASEY QUINN 1995,CASEY QUINN 1995-02-10,CASEY,QUINN,1995-02-10,1995,1996-01-11,1996,1995-02-10,1995
CASEY SEAN 1968,CASEY SEAN 1968-05-14,CASEY,SEAN,1968-05-14,1968,1968-10-29,1968,1968-05-14,1968
CASEY AMANDA 1974,CASEY AMANDA 1974-11-27,CASEY,AMANDA,1974-11-27,1974,1974-12-29,1974,1974-11-27,1974
CASEY WILLIAM 1927,CASEY WILLIAM 1927-08-17,CASEY,WILLIAM,1927-08-17,1927,1928-08-05,1928,1927-08-17,1927
CASH JORDAN 1998,CASH JORDAN 1998-02-27,CASH,JORDAN,1998-02-27,1998,1998-07-28,1998,1998-02-27,1998
CASH NORMAN 1944,CASH NORMAN 1944-11-07,CASH,NORMAN,1944-11-07,1944,1945-10-14,1945,1944-11-07,1944
CASH TYLER 2005,CASH TYLER 2005-02-17,CASH,TYLER,2005-02-17,2005,2005-06-19,2005,2005-02-17,2005
CASKINETT LOIS MARY 1965,CASKINETT LOIS MARY 1965-11-22,CASKINETT,LOIS MARY,1965-11-22,1965,1966-10-03,1966,1965-11-22,1965
CASON MELODY 1978,CASON MELODY 1978-12-17,CASON,MELODY,1978-12-17,1978,1979-04-10,1979,1978-12-17,1978
CASS IYANNA 2007,CASS IYANNA 2007-01-07,CASS,IYANNA,2007-01-07,2007,2007-02-13,2007,2007-01-07,2007
CASSAW LARRY 1947,CASSAW LARRY 1947-08-06,CASSAW,LARRY,1947-08-06,1947,1948-06-02,1948,1947-08-06,1947
CASSAW LARRY 1947,CASSAW LARRY 1947-08-06,CASSAW,LARRY,1947-08-06,1947,1948-04-13,1948,1947-08-06,1947
CASSAW LARRY 1947,CASSAW LARRY 1947-08-06,CASSAW,LARRY,1947-08-06,1947,1948-06-14,1948,1947-08-06,1947
CASSEL MARY 1951,CASSEL MARY 1951-02-26,CASSEL,MARY,1951-02-26,1951,1951-09-01,1951,1951-02-26,1951
CASSEL MARY 1951,CASSEL MARY 1951-02-26,CASSEL,MARY,1951-02-26,1951,1951-08-05,1951,1951-02-26,1951
CASSIDY LORI 1969,CASSIDY LORI 1969-07-07,CASSIDY,LORI,1969-07-07,1969,1969-09-17,1969,1969-07-07,1969
CASSIDY LORI 1969,CASSIDY LORI 1969-07-07,CASSIDY,LORI,1969-07-07,1969,1970-01-13,1970,1969-07-07,1969
CASSIDY LORI 1969,CASSIDY LORI 1969-07-07,CASSIDY,LORI,1969-07-07,1969,1970-06-18,1970,1969-07-07,1969
CASSIDY LORI 1969,CASSIDY LORI 1969-07-07,CASSIDY,LORI,1969-07-07,1969,1970-07-02,1970,1969-07-07,1969
CASTANDO CARMEN 1969,CASTANDO CARMEN 1969-10-08,CASTANDO,CARMEN,1969-10-08,1969,1970-08-20,1970,1969-10-08,1969
CASTANEDA CARINA 1990,CASTANEDA CARINA 1990-08-01,CASTANEDA,CARINA,1990-08-01,1990,1991-05-17,1991,1990-08-01,1990
CASTANEDA BRANDON 1976,CASTANEDA BRANDON 1976-07-26,CASTANEDA,BRANDON,1976-07-26,1976,1976-12-25,1976,1976-07-26,1976
CASTARDI ANDREW 1986,CASTARDI ANDREW 1986-05-14,CASTARDI,ANDREW,1986-05-14,1986,1986-06-17,1986,1986-05-14,1986
CASTEEL TANNER 1992,CASTEEL TANNER 1992-12-06,CASTEEL,TANNER,1992-12-06,1992,1993-09-12,1993,1992-12-06,1992
CASTILLO CHRISTIAN 2000,CASTILLO CHRISTIAN 2000-01-29,CASTILLO,CHRISTIAN,2000-01-29,2000,2000-07-04,2000,2000-01-29,2000
CASTILLO FREDDIE 1978,CASTILLO FREDDIE 1978-12-31,CASTILLO,FREDDIE,1978-12-31,1978,1979-09-12,1979,1978-12-31,1978
CASTILLO GREG 1984,CASTILLO GREG 1984-05-15,CASTILLO,GREG,1984-05-15,1984,1984-09-14,1984,1984-05-15,1984
CASTLEBERRY KAREN 1956,CASTLEBERRY KAREN 1956-03-12,CASTLEBERRY,KAREN,1956-03-12,1956,1956-06-08,1956,1956-03-12,1956
CASTLEBERRY REGINALD 1965,CASTLEBERRY REGINALD 1965-10-14,CASTLEBERRY,REGINALD,1965-10-14,1965,1966-06-26,1966,1965-10-14,1965
CASTLEBERRY BARBARA 1941,CASTLEBERRY BARBARA 1941-02-06,CASTLEBERRY,BARBARA,1941-02-06,1941,1941-07-20,1941,1941-02-06,1941
CASTLEBERRY TYLER 2006,CASTLEBERRY TYLER 2006-03-22,CASTLEBERRY,TYLER,2006-03-22,2006,2006-10-20,2006,2006-03-22,2006
CASTLEBERRY WILLIAM 1958,CASTLEBERRY WILLIAM 1958-02-03,CASTLEBERRY,WILLIAM,1958-02-03,1958,1958-08-24,1958,1958-02-03,1958
CASTLEBERRY WILLIAM 1958,CASTLEBERRY WILLIAM 1958-02-13,CASTLEBERRY,WILLIAM,1958-02-13,1958,1958-07-13,1958,1958-02-13,1958
CASTLEBERRY REGINALD 1965,CASTLEBERRY REGINALD 1965-10-14,CASTLEBERRY,REGINALD,1965-10-14,1965,1966-06-15,1966,1965-10-14,1965
CASTLEBERRY WILLIAM 1958,CASTLEBERRY WILLIAM 1958-02-03,CASTLEBERRY,WILLIAM,1958-02-03,1958,1958-07-06,1958,1958-02-03,1958
CASTONGUAY SARA 1995,CASTONGUAY SARA 1995-03-29,CASTONGUAY,SARA,1995-03-29,1995,1995-04-17,1995,1995-03-29,1995
CASTORENO LILLIANA 1996,CASTORENO LILLIANA 1996-12-27,CASTORENO,LILLIANA,1996-12-27,1996,1997-07-12,1997,1996-12-27,1996
CASTRO AYMARA 2007,CASTRO AYMARA 2007-11-05,CASTRO,AYMARA,2007-11-05,2007,2008-08-04,2008,2007-11-05,2007
CASTRO JOHN 1968,CASTRO JOHN 1968-11-23,CASTRO,JOHN,1968-11-23,1968,1969-03-25,1969,1968-11-23,1968
CASTRO JOSHUA 1999,CASTRO JOSHUA 1999-01-11,CASTRO,JOSHUA,1999-01-11,1999,1999-10-08,1999,1999-01-11,1999
CASTRO REGINA 1940,CASTRO REGINA 1940-07-01,CASTRO,REGINA,1940-07-01,1940,1940-09-14,1940,1940-07-01,1940
CASTROP CIENNA 1988,CASTROP CIENNA 1988-09-08,CASTROP,CIENNA,1988-09-08,1988,1989-06-29,1989,1988-09-08,1988
CASWELL IRVINE 1935,CASWELL IRVINE 1935-09-25,CASWELL,IRVINE,1935-09-25,1935,1936-07-07,1936,1935-09-25,1935
CATER RANDY 1982,CATER RANDY 1982-02-04,CATER,RANDY,1982-02-04,1982,1982-09-11,1982,1982-02-04,1982
CATER CELENA 1975,CATER CELENA 1975-05-16,CATER,CELENA,1975-05-16,1975,1976-04-23,1976,1975-05-16,1975
CATER HAROLD 1949,CATER HAROLD 1949-08-26,CATER,HAROLD,1949-08-26,1949,1949-09-21,1949,1949-08-26,1949
CATER HAROLD 1949,CATER HAROLD 1949-08-26,CATER,HAROLD,1949-08-26,1949,1949-09-24,1949,1949-08-26,1949
CATER GAVIN 2020,CATER GAVIN 2020-07-17,CATER,GAVIN,2020-07-17,2020,2020-08-07,2020,2020-07-17,2020
CATER CHRISTINE 1962,CATER CHRISTINE 1962-01-26,CATER,CHRISTINE,1962-01-26,1962,1962-06-27,1962,1962-01-26,1962
CATES AARON 1984,CATES AARON 1984-11-04,CATES,AARON,1984-11-04,1984,1985-11-04,1985,1984-11-04,1984
CATHEY EMILY 1982,CATHEY EMILY 1982-12-05,CATHEY,EMILY,1982-12-05,1982,1983-07-19,1983,1982-12-05,1982
CATINELLA SYLVIA 1947,CATINELLA SYLVIA 1947-04-29,CATINELLA,SYLVIA,1947-04-29,1947,1948-02-22,1948,1947-04-29,1947
CATO DALLAS 1977,CATO DALLAS 1977-11-10,CATO,DALLAS,1977-11-10,1977,1978-08-15,1978,1977-11-10,1977
CATO SAVANNAH 2002,CATO SAVANNAH 2002-05-21,CATO,SAVANNAH,2002-05-21,2002,2003-01-05,2003,2002-05-21,2002
CATO CAMERON 1990,CATO CAMERON 1990-12-30,CATO,CAMERON,1990-12-30,1990,1991-01-09,1991,1990-12-30,1990
CATO JOSHUA 1987,CATO JOSHUA 1987-05-14,CATO,JOSHUA,1987-05-14,1987,1987-06-28,1987,1987-05-14,1987
CAUBLE DAVID 1959,CAUBLE DAVID 1959-06-30,CAUBLE,DAVID,1959-06-30,1959,1959-10-20,1959,1959-06-30,1959
CAUDELL PENNY 1946,CAUDELL PENNY 1946-06-19,CAUDELL,PENNY,1946-06-19,1946,1947-04-21,1947,1946-06-19,1946
CAUDELL RICKY 1956,CAUDELL RICKY 1956-11-19,CAUDELL,RICKY,1956-11-19,1956,1956-12-24,1956,1956-11-19,1956
CAUDILL MARGARET 1940,CAUDILL MARGARET 1940-07-20,CAUDILL,MARGARET,1940-07-20,1940,1941-06-27,1941,1940-07-20,1940
CAUDILL MARGARET 1940,CAUDILL MARGARET 1940-07-20,CAUDILL,MARGARET,1940-07-20,1940,1941-05-31,1941,1940-07-20,1940
CAUGHRON BILLY 1942,CAUGHRON BILLY 1942-01-05,CAUGHRON,BILLY,1942-01-05,1942,1942-07-19,1942,1942-01-05,1942
CAULEY CIENNA 2014,CAULEY CIENNA 2014-09-08,CAULEY,CIENNA,2014-09-08,2014,2014-09-14,2014,2014-09-08,2014
CAUTELA ANDY 1959,CAUTELA ANDY 1959-06-30,CAUTELA,ANDY,1959-06-30,1959,1959-09-12,1959,1959-06-30,1959
CAUTELA MEI 1969,CAUTELA MEI 1969-08-20,CAUTELA,MEI,1969-08-20,1969,1969-09-09,1969,1969-08-20,1969
CAVALIER ASHLEY 1986,CAVALIER ASHLEY 1986-04-27,CAVALIER,ASHLEY,1986-04-27,1986,1986-05-30,1986,1986-04-27,1986
CAVALLARO DIANE 1946,CAVALLARO DIANE 1946-11-15,CAVALLARO,DIANE,1946-11-15,1946,1947-06-26,1947,1946-11-15,1946
CAVALLO JOAN 1926,CAVALLO JOAN 1926-09-12,CAVALLO,JOAN,1926-09-12,1926,1926-12-23,1926,1926-09-12,1926
CAVANAGH NICOLE 1999,CAVANAGH NICOLE 1999-09-11,CAVANAGH,NICOLE,1999-09-11,1999,2000-02-01,2000,1999-09-11,1999
CAVANAUGH COLIN 2004,CAVANAUGH COLIN 2004-02-12,CAVANAUGH,COLIN,2004-02-12,2004,2004-10-10,2004,2004-02-12,2004
CAVE CHRISTIE 1955,CAVE CHRISTIE 1955-12-12,CAVE,CHRISTIE,1955-12-12,1955,1956-12-19,1956,1955-12-12,1955
CAVER VIVIAN 1928,CAVER VIVIAN 1928-06-13,CAVER,VIVIAN,1928-06-13,1928,1929-05-24,1929,1928-06-13,1928
CAVITT SHEILA 1964,CAVITT SHEILA 1964-05-08,CAVITT,SHEILA,1964-05-08,1964,1965-02-04,1965,1964-05-08,1964
CAWSTON JIM 1943,CAWSTON JIM 1943-02-08,CAWSTON,JIM,1943-02-08,1943,1943-03-02,1943,1943-02-08,1943
CAWTHON BRENDA 1949,CAWTHON BRENDA 1949-03-28,CAWTHON,BRENDA,1949-03-28,1949,1949-05-05,1949,1949-03-28,1949
CAYETANO JENNY 1975,CAYETANO JENNY 1975-09-29,CAYETANO,JENNY,1975-09-29,1975,1976-04-13,1976,1975-09-29,1975
CAYLOR EVAN 2001,CAYLOR EVAN 2001-04-19,CAYLOR,EVAN,2001-04-19,2001,2001-09-25,2001,2001-04-19,2001
CAYLOR KAREN 1959,CAYLOR KAREN 1959-11-27,CAYLOR,KAREN,1959-11-27,1959,1960-07-11,1960,1959-11-27,1959
CAZE MYRTISE 1955,CAZE MYRTISE 1955-08-09,CAZE,MYRTISE,1955-08-09,1955,1955-12-01,1955,1955-08-09,1955
CAZZOLA CHRISTINA 1985,CAZZOLA CHRISTINA 1985-06-18,CAZZOLA,CHRISTINA,1985-06-18,1985,1986-03-15,1986,1985-06-18,1985
CEARFOSS DANIEL 1995,CEARFOSS DANIEL 1995-03-22,CEARFOSS,DANIEL,1995-03-22,1995,1995-08-19,1995,1995-03-22,1995
CEARFOSS MARK 1964,CEARFOSS MARK 1964-02-19,CEARFOSS,MARK,1964-02-19,1964,1965-02-24,1965,1964-02-19,1964
CEASER COURTNEY 1996,CEASER COURTNEY 1996-12-11,CEASER,COURTNEY,1996-12-11,1996,1997-05-06,1997,1996-12-11,1996
CECILA MARIA 1984,CECILA MARIA 1984-09-16,CECILA,MARIA,1984-09-16,1984,1985-01-22,1985,1984-09-16,1984
CEESAY ROCHIEA 1970,CEESAY ROCHIEA 1970-02-20,CEESAY,ROCHIEA,1970-02-20,1970,1970-11-26,1970,1970-02-20,1970
CELAYA BESSY 1968,CELAYA BESSY 1968-12-18,CELAYA,BESSY,1968-12-18,1968,1969-08-31,1969,1968-12-18,1968
CELESTINE TERICA 1985,CELESTINE TERICA 1985-01-28,CELESTINE,TERICA,1985-01-28,1985,1985-07-09,1985,1985-01-28,1985
CELOGE JACQUELINE 1953,CELOGE JACQUELINE 1953-03-21,CELOGE,JACQUELINE,1953-03-21,1953,1953-04-19,1953,1953-03-21,1953
CEMBOR CHRISTINE 2010,CEMBOR CHRISTINE 2010-11-19,CEMBOR,CHRISTINE,2010-11-19,2010,2011-07-22,2011,2010-11-19,2010
CEMORE GEORGE 1938,CEMORE GEORGE 1938-05-28,CEMORE,GEORGE,1938-05-28,1938,1939-05-05,1939,1938-05-28,1938
CERIZIER PIERRE 2003,CERIZIER PIERRE 2003-05-24,CERIZIER,PIERRE,2003-05-24,2003,2004-01-01,2004,2003-05-24,2003
CERON LUCY 1986,CERON LUCY 1986-02-17,CERON,LUCY,1986-02-17,1986,1986-08-31,1986,1986-02-17,1986
CERRATO GERARDO 1960,CERRATO GERARDO 1960-07-15,CERRATO,GERARDO,1960-07-15,1960,1960-08-07,1960,1960-07-15,1960
CERRITO JOSEPH 1947,CERRITO JOSEPH 1947-07-07,CERRITO,JOSEPH,1947-07-07,1947,1948-03-12,1948,1947-07-07,1947
CERTAIN ALAN 1942,CERTAIN ALAN 1942-03-26,CERTAIN,ALAN,1942-03-26,1942,1943-03-19,1943,1942-03-26,1942
CERUTI KOREE 1994,CERUTI KOREE 1994-10-02,CERUTI,KOREE,1994-10-02,1994,1995-05-29,1995,1994-10-02,1994
CERVANTES AGUILERA 1978,CERVANTES AGUILERA 1978-11-21,CERVANTES,AGUILERA,1978-11-21,1978,1979-07-03,1979,1978-11-21,1978
CERVANTES JOSEPH 2007,CERVANTES JOSEPH 2007-05-28,CERVANTES,JOSEPH,2007-05-28,2007,2008-01-06,2008,2007-05-28,2007
CERVANTESMENERA FRANCISCO 1967,CERVANTESMENERA FRANCISCO 1967-11-12,CERVANTESMENERA,FRANCISCO,1967-11-12,1967,1968-07-22,1968,1967-11-12,1967
CEZAR ANTONIO 1966,CEZAR ANTONIO 1966-11-04,CEZAR,ANTONIO,1966-11-04,1966,1967-03-18,1967,1966-11-04,1966
CHABERT BARBARA 1927,CHABERT BARBARA 1927-02-06,CHABERT,BARBARA,1927-02-06,1927,1928-01-09,1928,1927-02-06,1927
CHADOCK JOANNE 1931,CHADOCK JOANNE 1931-08-16,CHADOCK,JOANNE,1931-08-16,1931,1932-08-24,1932,1931-08-16,1931
CHADWELL CHANTEL 1998,CHADWELL CHANTEL 1998-01-06,CHADWELL,CHANTEL,1998-01-06,1998,1998-11-13,1998,1998-01-06,1998
CHADWICK KEVIN 1965,CHADWICK KEVIN 1965-07-03,CHADWICK,KEVIN,1965-07-03,1965,1966-04-21,1966,1965-07-03,1965
CHADWICK DAVID 1956,CHADWICK DAVID 1956-08-03,CHADWICK,DAVID,1956-08-03,1956,1957-03-07,1957,1956-08-03,1956
CHAFES DE ARELLANO MARIA 1968,CHAFES DE ARELLANO MARIA 1968-08-05,CHAFES DE ARELLANO,MARIA,1968-08-05,1968,1969-03-26,1969,1968-08-05,1968
CHAFFIN SYLVIA 1964,CHAFFIN SYLVIA 1964-06-03,CHAFFIN,SYLVIA,1964-06-03,1964,1965-01-28,1965,1964-06-03,1964
CHAFIN BARBARA 1939,CHAFIN BARBARA 1939-08-22,CHAFIN,BARBARA,1939-08-22,1939,1939-10-26,1939,1939-08-22,1939
CHAFIN HUNTER 2019,CHAFIN HUNTER 2019-10-06,CHAFIN,HUNTER,NULL,NULL,2019-10-06,2019,2019-10-06,2019
CHAFIN WILLIAM 1961,CHAFIN WILLIAM 1961-07-22,CHAFIN,WILLIAM,1961-07-22,1961,1961-11-14,1961,1961-07-22,1961
CHAFIN WILLIAM 1961,CHAFIN WILLIAM 1961-07-22,CHAFIN,WILLIAM,1961-07-22,1961,1962-02-13,1962,1961-07-22,1961
CHAFIN BARBARA 1939,CHAFIN BARBARA 1939-08-22,CHAFIN,BARBARA,1939-08-22,1939,1940-03-14,1940,1939-08-22,1939
CHAI SUE 1938,CHAI SUE 1938-03-11,CHAI,SUE,1938-03-11,1938,1938-05-20,1938,1938-03-11,1938
CHAINEY JAQUALINE 1953,CHAINEY JAQUALINE 1953-01-02,CHAINEY,JAQUALINE,1953-01-02,1953,1953-04-12,1953,1953-01-02,1953
CHALKER CLINTON 1990,CHALKER CLINTON 1990-11-16,CHALKER,CLINTON,1990-11-16,1990,1991-07-18,1991,1990-11-16,1990
CHALKER LINDA 1945,CHALKER LINDA 1945-08-14,CHALKER,LINDA,1945-08-14,1945,1946-06-16,1946,1945-08-14,1945
CHALMERS KAY 1942,CHALMERS KAY 1942-11-29,CHALMERS,KAY,1942-11-29,1942,1943-06-24,1943,1942-11-29,1942
CHALMERS KAY 1942,CHALMERS KAY 1942-11-29,CHALMERS,KAY,1942-11-29,1942,1943-04-26,1943,1942-11-29,1942
CHAMBERLAIN WILLIAM 1964,CHAMBERLAIN WILLIAM 1964-04-02,CHAMBERLAIN,WILLIAM,1964-04-02,1964,1964-06-29,1964,1964-04-02,1964
CHAMBERLAIN ABIGAIL 1983,CHAMBERLAIN ABIGAIL 1983-10-21,CHAMBERLAIN,ABIGAIL,1983-10-21,1983,1984-05-03,1984,1983-10-21,1983
CHAMBERLIN WILLIAM 1964,CHAMBERLIN WILLIAM 1964-04-02,CHAMBERLIN,WILLIAM,1964-04-02,1964,1965-04-10,1965,1964-04-02,1964
CHAMBERS BRITTANY 1989,CHAMBERS BRITTANY 1989-08-08,CHAMBERS,BRITTANY,1989-08-08,1989,1989-12-25,1989,1989-08-08,1989
CHAMBERS DARIUS 2004,CHAMBERS DARIUS 2004-01-21,CHAMBERS,DARIUS,2004-01-21,2004,2004-02-24,2004,2004-01-21,2004
CHAMBERS TIGE 1975,CHAMBERS TIGE 1975-08-13,CHAMBERS,TIGE,1975-08-13,1975,1976-05-04,1976,1975-08-13,1975
CHAMBERS ROBERT 1974,CHAMBERS ROBERT 1974-04-10,CHAMBERS,ROBERT,1974-04-10,1974,1974-05-13,1974,1974-04-10,1974
CHAMBERS SHANNON 1972,CHAMBERS SHANNON 1972-12-14,CHAMBERS,SHANNON,1972-12-14,1972,1973-09-07,1973,1972-12-14,1972
CHAMBERS SHELBY 1934,CHAMBERS SHELBY 1934-12-25,CHAMBERS,SHELBY,1934-12-25,1934,1935-11-13,1935,1934-12-25,1934
CHAMBERS ROBERT 1966,CHAMBERS ROBERT 1966-05-13,CHAMBERS,ROBERT,1966-05-13,1966,1966-06-13,1966,1966-05-13,1966
CHAMBERS PENNY 1963,CHAMBERS PENNY 1963-02-22,CHAMBERS,PENNY,1963-02-22,1963,1963-05-08,1963,1963-02-22,1963
CHAMBLEE DAVID 1934,CHAMBLEE DAVID 1934-09-21,CHAMBLEE,DAVID,1934-09-21,1934,1934-11-23,1934,1934-09-21,1934
CHAMBLEE VICKI 1950,CHAMBLEE VICKI 1950-08-02,CHAMBLEE,VICKI,1950-08-02,1950,1950-08-27,1950,1950-08-02,1950
CHAMLEE BETTY 1936,CHAMLEE BETTY 1936-12-12,CHAMLEE,BETTY,1936-12-12,1936,1937-09-13,1937,1936-12-12,1936
CHAMORRO JESSICA 1991,CHAMORRO JESSICA 1991-01-14,CHAMORRO,JESSICA,1991-01-14,1991,1991-09-18,1991,1991-01-14,1991
CHAMPAKLAL SHAH 1940,CHAMPAKLAL SHAH 1940-04-08,CHAMPAKLAL,SHAH,1940-04-08,1940,1941-03-28,1941,1940-04-08,1940
CHAMPION CANDY 1969,CHAMPION CANDY 1969-01-22,CHAMPION,CANDY,1969-01-22,1969,1969-07-04,1969,1969-01-22,1969
CHAMPLAIN JASON 1980,CHAMPLAIN JASON 1980-03-16,CHAMPLAIN,JASON,1980-03-16,1980,1980-11-29,1980,1980-03-16,1980
CHANCE DAVID 1947,CHANCE DAVID 1947-11-21,CHANCE,DAVID,1947-11-21,1947,1948-02-03,1948,1947-11-21,1947
CHANCER STEPHENSON 1967,CHANCER STEPHENSON 1967-12-15,CHANCER,STEPHENSON,1967-12-15,1967,1968-10-05,1968,1967-12-15,1967
CHANCEY EMMA 1987,CHANCEY EMMA 1987-05-28,CHANCEY,EMMA,1987-05-28,1987,1988-03-12,1988,1987-05-28,1987
CHANCEY EMMA 1987,CHANCEY EMMA 1987-05-28,CHANCEY,EMMA,1987-05-28,1987,1988-01-13,1988,1987-05-28,1987
CHANDLER CONNOR 2013,CHANDLER CONNOR 2013-08-23,CHANDLER,CONNOR,2013-08-23,2013,2014-08-22,2014,2013-08-23,2013
CHANDLER ISAAC 1977,CHANDLER ISAAC 1977-01-15,CHANDLER,ISAAC,1977-01-15,1977,1977-08-29,1977,1977-01-15,1977
CHANDLER JOSEPH 1993,CHANDLER JOSEPH 1993-03-25,CHANDLER,JOSEPH,1993-03-25,1993,1994-02-26,1994,1993-03-25,1993
CHANDLER LAURIE 1969,CHANDLER LAURIE 1969-08-19,CHANDLER,LAURIE,1969-08-19,1969,1970-03-12,1970,1969-08-19,1969
CHANDLER RENA 1960,CHANDLER RENA 1960-10-24,CHANDLER,RENA,1960-10-24,1960,1961-02-11,1961,1960-10-24,1960
CHANDLER CLAUDIA 1945,CHANDLER CLAUDIA 1945-05-28,CHANDLER,CLAUDIA,1945-05-28,1945,1946-04-14,1946,1945-05-28,1945
CHANDLER LISA 1966,CHANDLER LISA 1966-10-06,CHANDLER,LISA,1966-10-06,1966,1967-09-12,1967,1966-10-06,1966
CHANDLER FREDRICK 1981,CHANDLER FREDRICK 1981-05-27,CHANDLER,FREDRICK,1981-05-27,1981,1981-09-29,1981,1981-05-27,1981
CHANDLER NIESHA 1986,CHANDLER NIESHA 1986-05-03,CHANDLER,NIESHA,1986-05-03,1986,1987-05-10,1987,1986-05-03,1986
CHANDLER ALLISON 1997,CHANDLER ALLISON 1997-01-19,CHANDLER,ALLISON,1997-01-19,1997,1997-10-12,1997,1997-01-19,1997
CHANDLER CLAUDIA 1945,CHANDLER CLAUDIA 1945-05-20,CHANDLER,CLAUDIA,1945-05-20,1945,1946-06-05,1946,1945-05-20,1945
CHANDRASEKAR ASHWIN 2020,CHANDRASEKAR ASHWIN 2020-12-23,CHANDRASEKAR,ASHWIN,2020-12-23,2020,2021-01-08,2021,2020-12-23,2020
CHANDRASHEKAR DHRUPAD 2006,CHANDRASHEKAR DHRUPAD 2006-09-18,CHANDRASHEKAR,DHRUPAD,2006-09-18,2006,2007-06-24,2007,2006-09-18,2006
CHANEY MARLEY 2014,CHANEY MARLEY 2014-10-12,CHANEY,MARLEY,2014-10-12,2014,2015-02-05,2015,2014-10-12,2014
CHANEY ADRIAN 1986,CHANEY ADRIAN 1986-02-01,CHANEY,ADRIAN,1986-02-01,1986,1986-05-11,1986,1986-02-01,1986
CHANG ALECIA 1941,CHANG ALECIA 1941-04-12,CHANG,ALECIA,1941-04-12,1941,1941-12-07,1941,1941-04-12,1941
CHANG KATHLEEN 1931,CHANG KATHLEEN 1931-08-28,CHANG,KATHLEEN,1931-08-28,1931,1932-01-29,1932,1931-08-28,1931
CHANTEL IVA 1989,CHANTEL IVA 1989-09-22,CHANTEL,IVA,1989-09-22,1989,1990-04-26,1990,1989-09-22,1989
CHANUDET KATHLEEN 1981,CHANUDET KATHLEEN 1981-02-08,CHANUDET,KATHLEEN,1981-02-08,1981,1981-10-20,1981,1981-02-08,1981
CHAPIOS FRANCOIS 1962,CHAPIOS FRANCOIS 1962-08-04,CHAPIOS,FRANCOIS,1962-08-04,1962,1962-10-15,1962,1962-08-04,1962
CHAPMAN MESSIAH 2018,CHAPMAN MESSIAH 2018-08-26,CHAPMAN,MESSIAH,2018-08-26,2018,2019-03-11,2019,2018-08-26,2018
CHAPMAN SHAMPAIGNE 1997,CHAPMAN SHAMPAIGNE 1997-09-07,CHAPMAN,SHAMPAIGNE,1997-09-07,1997,1997-09-22,1997,1997-09-07,1997
CHAPMAN SONDRA 1960,CHAPMAN SONDRA 1960-12-16,CHAPMAN,SONDRA,1960-12-16,1960,1961-10-01,1961,1960-12-16,1960
CHAPMAN CHRYSTION 2017,CHAPMAN CHRYSTION 2017-04-09,CHAPMAN,CHRYSTION,2017-04-09,2017,2017-08-12,2017,2017-04-09,2017
CHAPMAN DELORES 1961,CHAPMAN DELORES 1961-12-23,CHAPMAN,DELORES,1961-12-23,1961,1962-08-24,1962,1961-12-23,1961
CHAPMAN PEGGY 1962,CHAPMAN PEGGY 1962-04-11,CHAPMAN,PEGGY,1962-04-11,1962,1962-05-20,1962,1962-04-11,1962
CHAPMAN TERRY 1956,CHAPMAN TERRY 1956-07-18,CHAPMAN,TERRY,1956-07-18,1956,1956-08-05,1956,1956-07-18,1956
CHAPMAN TERRY 1956,CHAPMAN TERRY 1956-07-18,CHAPMAN,TERRY,1956-07-18,1956,1956-11-19,1956,1956-07-18,1956
CHAPMAN TERRY 1956,CHAPMAN TERRY 1956-07-18,CHAPMAN,TERRY,1956-07-18,1956,1957-05-01,1957,1956-07-18,1956
CHAPMAN WALTER 1933,CHAPMAN WALTER 1933-09-06,CHAPMAN,WALTER,1933-09-06,1933,1934-09-01,1934,1933-09-06,1933
CHAPMAN CHELSEA 1989,CHAPMAN CHELSEA 1989-06-06,CHAPMAN,CHELSEA,1989-06-06,1989,1989-07-16,1989,1989-06-06,1989
CHAPMAN DELORES 1961,CHAPMAN DELORES 1961-12-23,CHAPMAN,DELORES,1961-12-23,1961,1962-08-13,1962,1961-12-23,1961
CHAPMAN MORGAN 1998,CHAPMAN MORGAN 1998-07-20,CHAPMAN,MORGAN,1998-07-20,1998,1998-12-07,1998,1998-07-20,1998
CHAPMAN SANDRA 1960,CHAPMAN SANDRA 1960-12-16,CHAPMAN,SANDRA,1960-12-16,1960,1961-02-11,1961,1960-12-16,1960
CHAPMAN SANDRA 1960,CHAPMAN SANDRA 1960-12-16,CHAPMAN,SANDRA,1960-12-16,1960,1961-12-20,1961,1960-12-16,1960
CHAPMAN TERRELL 1928,CHAPMAN TERRELL 1928-01-20,CHAPMAN,TERRELL,1928-01-20,1928,1928-12-24,1928,1928-01-20,1928
CHAPMAN DYLAN 2003,CHAPMAN DYLAN 2003-03-03,CHAPMAN,DYLAN,2003-03-03,2003,2003-10-19,2003,2003-03-03,2003
CHAPPELLE BENJAMIN 1980,CHAPPELLE BENJAMIN 1980-01-03,CHAPPELLE,BENJAMIN,1980-01-03,1980,1980-01-30,1980,1980-01-03,1980
